INFO  - 2016-10-06 08:20:30.198; [   ] org.eclipse.jetty.util.log.Log; Logging initialized @1036ms
INFO  - 2016-10-06 08:20:30.664; [   ] org.eclipse.jetty.server.Server; jetty-9.3.8.v20160314
INFO  - 2016-10-06 08:20:30.683; [   ] org.eclipse.jetty.deploy.providers.ScanningAppProvider; Deployment monitor [file:///E:/solr-6.2.1/server/contexts/] at interval 0
INFO  - 2016-10-06 08:20:31.190; [   ] org.eclipse.jetty.webapp.StandardDescriptorProcessor; NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
WARN  - 2016-10-06 08:20:31.244; [   ] org.eclipse.jetty.security.ConstraintSecurityHandler; ServletContext@o.e.j.w.WebAppContext@464bee09{/solr,file:///E:/solr-6.2.1/server/solr-webapp/webapp/,STARTING}{E:\solr-6.2.1\server/solr-webapp/webapp} has uncovered http methods for path: /
INFO  - 2016-10-06 08:20:31.289; [   ] org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init(): WebAppClassLoader=1061804750@3f49dace
INFO  - 2016-10-06 08:20:31.404; [   ] org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2016-10-06 08:20:31.404; [   ] org.apache.solr.core.SolrResourceLoader; using system property solr.solr.home: E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:31.405; [   ] org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'E:\solr-6.2.1\example\example-DIH\solr'
INFO  - 2016-10-06 08:20:31.405; [   ] org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2016-10-06 08:20:31.406; [   ] org.apache.solr.core.SolrResourceLoader; using system property solr.solr.home: E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:31.411; [   ] org.apache.solr.core.SolrXmlConfig; Loading container configuration from E:\solr-6.2.1\example\example-DIH\solr\solr.xml
INFO  - 2016-10-06 08:20:31.721; [   ] org.apache.solr.core.CorePropertiesLocator; Config-defined core root directory: E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:31.863; [   ] org.apache.solr.core.CoreContainer; New CoreContainer 1898220577
INFO  - 2016-10-06 08:20:31.863; [   ] org.apache.solr.core.CoreContainer; Loading cores into CoreContainer [instanceDir=E:\solr-6.2.1\example\example-DIH\solr]
WARN  - 2016-10-06 08:20:31.864; [   ] org.apache.solr.core.CoreContainer; Couldn't add files from E:\solr-6.2.1\example\example-DIH\solr\lib to classpath: E:\solr-6.2.1\example\example-DIH\solr\lib
INFO  - 2016-10-06 08:20:31.926; [   ] org.apache.solr.handler.component.HttpShardHandlerFactory; created with socketTimeout : 600000,connTimeout : 60000,maxConnectionsPerHost : 20,maxConnections : 10000,corePoolSize : 0,maximumPoolSize : 2147483647,maxThreadIdleTime : 5,sizeOfQueue : -1,fairnessPolicy : false,useRetries : false,connectionsEvictorSleepDelay : 5000,maxConnectionIdleTime : 40000,
INFO  - 2016-10-06 08:20:32.148; [   ] org.apache.solr.update.UpdateShardHandler; Creating UpdateShardHandler HTTP client with params: socketTimeout=600000&connTimeout=60000&retry=true
INFO  - 2016-10-06 08:20:32.151; [   ] org.apache.solr.logging.LogWatcher; SLF4J impl is org.slf4j.impl.Log4jLoggerFactory
INFO  - 2016-10-06 08:20:32.152; [   ] org.apache.solr.logging.LogWatcher; Registering Log Listener [Log4j (org.slf4j.impl.Log4jLoggerFactory)]
INFO  - 2016-10-06 08:20:32.153; [   ] org.apache.solr.core.CoreContainer; Security conf doesn't exist. Skipping setup for authorization module.
INFO  - 2016-10-06 08:20:32.154; [   ] org.apache.solr.core.CoreContainer; No authentication plugin used.
INFO  - 2016-10-06 08:20:36.813; [   ] org.apache.solr.core.CorePropertiesLocator; Looking for core definitions underneath E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:36.825; [   ] org.apache.solr.core.CoreDescriptor; Created CoreDescriptor: {name=db, config=solrconfig.xml, loadOnStartup=true, schema=schema.xml, configSetProperties=configsetprops.json, transient=false, dataDir=data\}
INFO  - 2016-10-06 08:20:36.826; [   ] org.apache.solr.core.CorePropertiesLocator$1; Found core db in E:\solr-6.2.1\example\example-DIH\solr\db
INFO  - 2016-10-06 08:20:36.845; [   ] org.apache.solr.core.CoreDescriptor; Created CoreDescriptor: {name=mail, config=solrconfig.xml, loadOnStartup=true, schema=schema.xml, configSetProperties=configsetprops.json, transient=false, dataDir=data\}
INFO  - 2016-10-06 08:20:36.845; [   ] org.apache.solr.core.CorePropertiesLocator$1; Found core mail in E:\solr-6.2.1\example\example-DIH\solr\mail
INFO  - 2016-10-06 08:20:36.853; [   ] org.apache.solr.core.CoreDescriptor; Created CoreDescriptor: {name=rss, config=solrconfig.xml, loadOnStartup=true, schema=schema.xml, configSetProperties=configsetprops.json, transient=false, dataDir=data\}
INFO  - 2016-10-06 08:20:36.853; [   ] org.apache.solr.core.CorePropertiesLocator$1; Found core rss in E:\solr-6.2.1\example\example-DIH\solr\rss
INFO  - 2016-10-06 08:20:36.856; [   ] org.apache.solr.core.CoreDescriptor; Created CoreDescriptor: {name=solr, config=solrconfig.xml, loadOnStartup=true, schema=schema.xml, configSetProperties=configsetprops.json, transient=false, dataDir=data\}
INFO  - 2016-10-06 08:20:36.857; [   ] org.apache.solr.core.CorePropertiesLocator$1; Found core solr in E:\solr-6.2.1\example\example-DIH\solr\solr
INFO  - 2016-10-06 08:20:36.869; [   ] org.apache.solr.core.CoreDescriptor; Created CoreDescriptor: {name=tika, config=solrconfig.xml, loadOnStartup=true, schema=schema.xml, configSetProperties=configsetprops.json, transient=false, dataDir=data\}
INFO  - 2016-10-06 08:20:36.869; [   ] org.apache.solr.core.CorePropertiesLocator$1; Found core tika in E:\solr-6.2.1\example\example-DIH\solr\tika
INFO  - 2016-10-06 08:20:36.869; [   ] org.apache.solr.core.CorePropertiesLocator; Found 5 core definitions
INFO  - 2016-10-06 08:20:36.879; [   ] org.apache.solr.servlet.SolrDispatchFilter; user.dir=E:\solr-6.2.1\server
INFO  - 2016-10-06 08:20:36.879; [   ] org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init() done
INFO  - 2016-10-06 08:20:36.879; [   ] org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'E:\solr-6.2.1\example\example-DIH\solr\mail'
INFO  - 2016-10-06 08:20:36.879; [   ] org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'E:\solr-6.2.1\example\example-DIH\solr\db'
INFO  - 2016-10-06 08:20:36.880; [   ] org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2016-10-06 08:20:36.879; [   ] org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'E:\solr-6.2.1\example\example-DIH\solr\rss'
INFO  - 2016-10-06 08:20:36.880; [   ] org.apache.solr.core.SolrResourceLoader; using system property solr.solr.home: E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:36.880; [   ] org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2016-10-06 08:20:36.881; [   ] org.apache.solr.core.SolrResourceLoader; using system property solr.solr.home: E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:36.880; [   ] org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2016-10-06 08:20:36.881; [   ] org.apache.solr.core.SolrResourceLoader; using system property solr.solr.home: E:\solr-6.2.1\example\example-DIH\solr
INFO  - 2016-10-06 08:20:36.882; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/example/example-DIH/solr/db/lib/derby-10.9.1.0.jar' to classloader
INFO  - 2016-10-06 08:20:36.882; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/example/example-DIH/solr/db/lib/hsqldb-1.8.0.10.jar' to classloader
INFO  - 2016-10-06 08:20:37.004; [   ] org.eclipse.jetty.server.handler.ContextHandler; Started o.e.j.w.WebAppContext@464bee09{/solr,file:///E:/solr-6.2.1/server/solr-webapp/webapp/,AVAILABLE}{E:\solr-6.2.1\server/solr-webapp/webapp}
INFO  - 2016-10-06 08:20:37.081; [   ] org.eclipse.jetty.server.AbstractConnector; Started ServerConnector@5656be13{HTTP/1.1,[http/1.1]}{0.0.0.0:8888}
INFO  - 2016-10-06 08:20:37.081; [   ] org.eclipse.jetty.server.Server; Started @7922ms
INFO  - 2016-10-06 08:20:37.168; [   ] org.apache.solr.core.SolrConfig; current version of requestparams : -1
INFO  - 2016-10-06 08:20:37.169; [   ] org.apache.solr.core.SolrConfig; current version of requestparams : -1
INFO  - 2016-10-06 08:20:37.179; [   ] org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
INFO  - 2016-10-06 08:20:37.182; [   ] org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
WARN  - 2016-10-06 08:20:37.186; [   ] org.apache.solr.core.SolrConfig; Couldn't add files from E:\solr-6.2.1\contrib\dataimporthandler\lib filtered by .*\.jar to classpath: E:\solr-6.2.1\contrib\dataimporthandler\lib
INFO  - 2016-10-06 08:20:37.197; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/dist/solr-dataimporthandler-6.2.1.jar' to classloader
INFO  - 2016-10-06 08:20:37.198; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/dist/solr-dataimporthandler-extras-6.2.1.jar' to classloader
INFO  - 2016-10-06 08:20:37.198; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
INFO  - 2016-10-06 08:20:37.198; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
INFO  - 2016-10-06 08:20:37.198; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/aspectjrt-1.8.0.jar' to classloader
INFO  - 2016-10-06 08:20:37.198; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
INFO  - 2016-10-06 08:20:37.199; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/bcprov-jdk15-1.45.jar' to classloader
INFO  - 2016-10-06 08:20:37.199; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/boilerpipe-1.1.0.jar' to classloader
INFO  - 2016-10-06 08:20:37.199; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/commons-compress-1.11.jar' to classloader
INFO  - 2016-10-06 08:20:37.199; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/fontbox-2.0.1.jar' to classloader
INFO  - 2016-10-06 08:20:37.199; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/icu4j-56.1.jar' to classloader
INFO  - 2016-10-06 08:20:37.200; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/isoparser-1.1.18.jar' to classloader
INFO  - 2016-10-06 08:20:37.200; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/jackcess-2.1.3.jar' to classloader
INFO  - 2016-10-06 08:20:37.200; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/java-libpst-0.8.1.jar' to classloader
INFO  - 2016-10-06 08:20:37.200; [   ] org.apache.solr.core.SolrResourceLoader; Adding 'file:/E:/solr-6.2.1/contrib/extraction/lib/jdom-1.0.jar' to classloader
